# file...... IEEE_13_feeder_transformer_power.csv
# date...... Wed Nov 21 19:24:59 2018
# user...... AICPS
# host...... (null)
# target.... transformer 23
# trigger... (none)
# interval.. 60
# limit..... 38880
# timestamp,power_out,power_out_A,power_out_B,power_out_C
2005-11-01 00:00:00 PST,+8633.27-463187j,+5931.22-154044j,+1157.27-154471j,+1544.79-154671j
2005-11-01 03:28:00 PST,+4083.25+219.153j,+4083.25+219.152j,+0.000168784+0.000168776j,+0.000168761+0.000168728j
2005-11-01 03:29:00 PST,+4083.25+219.153j,+4083.25+219.152j,+0.000168784+0.000168776j,+0.000168761+0.000168728j
2005-11-01 03:30:00 PST,+4083.25+219.153j,+4083.25+219.152j,+0.000168784+0.000168776j,+0.000168761+0.000168728j
2005-11-01 03:31:00 PST,+4083.25+219.153j,+4083.25+219.152j,+0.000168784+0.000168776j,+0.000168761+0.000168728j
2005-11-01 03:32:00 PST,+4083.25+219.153j,+4083.25+219.152j,+0.000168784+0.000168776j,+0.000168761+0.000168728j
2005-11-01 03:33:00 PST,+4083.25+219.153j,+4083.25+219.152j,+0.000168784+0.000168776j,+0.000168761+0.000168728j
2005-11-01 03:34:00 PST,+4083.25+219.153j,+4083.25+219.152j,+0.000168784+0.000168776j,+0.000168761+0.000168728j
2005-11-01 03:35:00 PST,+4083.25+219.153j,+4083.25+219.152j,+0.000168784+0.000168776j,+0.000168761+0.000168728j
2005-11-01 03:36:00 PST,+4083.25+219.153j,+4083.25+219.152j,+0.000168784+0.000168776j,+0.000168761+0.000168728j
2005-11-01 03:37:00 PST,+4083.25+219.153j,+4083.25+219.152j,+0.000168784+0.000168776j,+0.000168761+0.000168728j
2005-11-01 03:38:00 PST,+4083.25+219.153j,+4083.25+219.152j,+0.000168784+0.000168776j,+0.000168761+0.000168728j
2005-11-01 03:39:00 PST,+4083.25+219.153j,+4083.25+219.152j,+0.000168784+0.000168776j,+0.000168761+0.000168728j
2005-11-01 03:40:00 PST,+4083.25+219.153j,+4083.25+219.152j,+0.000168784+0.000168776j,+0.000168761+0.000168728j
2005-11-01 03:41:00 PST,+4083.25+219.153j,+4083.25+219.152j,+0.000168784+0.000168776j,+0.000168761+0.000168728j
2005-11-01 03:42:00 PST,+4083.25+219.153j,+4083.25+219.152j,+0.000168784+0.000168776j,+0.000168761+0.000168728j
2005-11-01 03:43:00 PST,+4083.25+219.153j,+4083.25+219.152j,+0.000168784+0.000168776j,+0.000168761+0.000168728j
2005-11-01 03:44:00 PST,+4083.25+219.153j,+4083.25+219.152j,+0.000168784+0.000168776j,+0.000168761+0.000168728j
2005-11-01 03:45:00 PST,+4083.25+219.153j,+4083.25+219.152j,+0.000168784+0.000168776j,+0.000168761+0.000168728j
2005-11-01 03:46:00 PST,+3978.21+184.489j,+3978.21+184.488j,+0.000168783+0.000168775j,+0.00016876+0.000168729j
2005-11-01 03:47:00 PST,+3978.21+184.489j,+3978.21+184.488j,+0.000168783+0.000168775j,+0.00016876+0.000168729j
2005-11-01 03:48:00 PST,+3994.22+189.771j,+3994.22+189.77j,+0.000168783+0.000168775j,+0.00016876+0.000168729j
2005-11-01 03:49:00 PST,+3978.21+184.489j,+3978.21+184.488j,+0.000168783+0.000168775j,+0.00016876+0.000168729j
2005-11-01 03:50:00 PST,+3978.21+184.489j,+3978.21+184.488j,+0.000168783+0.000168775j,+0.00016876+0.000168729j
2005-11-01 03:51:00 PST,+3978.21+184.489j,+3978.21+184.488j,+0.000168783+0.000168775j,+0.00016876+0.000168729j
2005-11-01 03:52:00 PST,+3978.21+184.489j,+3978.21+184.488j,+0.000168783+0.000168775j,+0.00016876+0.000168729j
2005-11-01 03:53:00 PST,+3978.21+184.489j,+3978.21+184.488j,+0.000168783+0.000168775j,+0.00016876+0.000168729j
2005-11-01 03:54:00 PST,+3978.21+184.489j,+3978.21+184.488j,+0.000168783+0.000168775j,+0.00016876+0.000168729j
2005-11-01 03:55:00 PST,+3978.21+184.489j,+3978.21+184.488j,+0.000168783+0.000168775j,+0.00016876+0.000168729j
2005-11-01 03:56:00 PST,+3978.21+184.489j,+3978.21+184.488j,+0.000168783+0.000168775j,+0.00016876+0.000168729j
2005-11-01 03:57:00 PST,+3994.22+189.771j,+3994.22+189.77j,+0.000168783+0.000168775j,+0.00016876+0.000168729j
2005-11-01 03:58:00 PST,+3994.22+189.771j,+3994.22+189.77j,+0.000168783+0.000168775j,+0.00016876+0.000168729j
2005-11-01 03:59:00 PST,+3978.21+184.489j,+3978.21+184.488j,+0.000168783+0.000168775j,+0.00016876+0.000168729j
2005-11-01 04:00:00 PST,+3978.21+184.489j,+3978.21+184.488j,+0.000168783+0.000168775j,+0.00016876+0.000168729j
2005-11-01 04:01:00 PST,+3978.21+184.489j,+3978.21+184.488j,+0.000168783+0.000168775j,+0.00016876+0.000168729j
2005-11-01 04:02:00 PST,+3978.21+184.489j,+3978.21+184.488j,+0.000168783+0.000168775j,+0.00016876+0.000168729j
2005-11-01 04:03:00 PST,+7015.15+190.392j,+7015.15+190.392j,+0.000168804+0.000168788j,+0.000168762+0.000168708j
2005-11-01 04:04:00 PST,+7015.15+190.392j,+7015.15+190.392j,+0.000168804+0.000168788j,+0.000168762+0.000168708j
2005-11-01 04:05:00 PST,+7015.15+190.392j,+7015.15+190.392j,+0.000168804+0.000168788j,+0.000168762+0.000168708j
2005-11-01 04:06:00 PST,+7015.15+190.392j,+7015.15+190.392j,+0.000168804+0.000168788j,+0.000168762+0.000168708j
2005-11-01 04:07:00 PST,+3978.21+184.489j,+3978.21+184.488j,+0.000168783+0.000168775j,+0.00016876+0.000168729j
2005-11-01 04:08:00 PST,+3978.21+184.489j,+3978.21+184.488j,+0.000168783+0.000168775j,+0.00016876+0.000168729j
2005-11-01 04:09:00 PST,+3978.21+184.489j,+3978.21+184.488j,+0.000168783+0.000168775j,+0.00016876+0.000168729j
2005-11-01 04:10:00 PST,+3978.21+184.489j,+3978.21+184.488j,+0.000168783+0.000168775j,+0.00016876+0.000168729j
2005-11-01 04:11:00 PST,+3978.21+184.489j,+3978.21+184.488j,+0.000168783+0.000168775j,+0.00016876+0.000168729j
2005-11-01 04:12:00 PST,+3978.21+184.489j,+3978.21+184.488j,+0.000168783+0.000168775j,+0.00016876+0.000168729j
2005-11-01 04:13:00 PST,+3978.21+184.489j,+3978.21+184.488j,+0.000168783+0.000168775j,+0.00016876+0.000168729j
2005-11-01 04:14:00 PST,+3978.21+184.489j,+3978.21+184.488j,+0.000168783+0.000168775j,+0.00016876+0.000168729j
2005-11-01 04:15:00 PST,+3978.21+184.489j,+3978.21+184.488j,+0.000168783+0.000168775j,+0.00016876+0.000168729j
2005-11-01 04:16:00 PST,+3978.21+184.489j,+3978.21+184.488j,+0.000168783+0.000168775j,+0.00016876+0.000168729j
2005-11-01 04:17:00 PST,+3978.21+184.489j,+3978.21+184.488j,+0.000168783+0.000168775j,+0.00016876+0.000168729j
2005-11-01 04:18:00 PST,+3978.21+184.489j,+3978.21+184.488j,+0.000168783+0.000168775j,+0.00016876+0.000168729j
2005-11-01 04:19:00 PST,+3978.21+184.489j,+3978.21+184.488j,+0.000168783+0.000168775j,+0.00016876+0.000168729j
2005-11-01 04:20:00 PST,+3978.21+184.489j,+3978.21+184.488j,+0.000168783+0.000168775j,+0.00016876+0.000168729j
2005-11-01 04:21:00 PST,+3978.21+184.489j,+3978.21+184.488j,+0.000168783+0.000168775j,+0.00016876+0.000168729j
2005-11-01 04:22:00 PST,+3978.21+184.489j,+3978.21+184.488j,+0.000168783+0.000168775j,+0.00016876+0.000168729j
2005-11-01 04:23:00 PST,+3978.21+184.489j,+3978.21+184.488j,+0.000168783+0.000168775j,+0.00016876+0.000168729j
2005-11-01 04:24:00 PST,+3994.22+189.771j,+3994.22+189.77j,+0.000168783+0.000168775j,+0.00016876+0.000168729j
2005-11-01 04:25:00 PST,+3978.21+184.489j,+3978.21+184.488j,+0.000168783+0.000168775j,+0.00016876+0.000168729j
2005-11-01 04:26:00 PST,+4078.27+184.655j,+4078.27+184.654j,+0.000168784+0.000168775j,+0.00016876+0.000168728j
2005-11-01 04:27:00 PST,+4078.27+184.655j,+4078.27+184.654j,+0.000168784+0.000168775j,+0.00016876+0.000168728j
2005-11-01 04:28:00 PST,+4088.28+189.51j,+4088.28+189.51j,+0.000168784+0.000168776j,+0.000168761+0.000168728j
2005-11-01 04:29:00 PST,+4088.28+189.51j,+4088.28+189.51j,+0.000168784+0.000168776j,+0.000168761+0.000168728j
2005-11-01 04:30:00 PST,+4088.28+189.51j,+4088.28+189.51j,+0.000168784+0.000168776j,+0.000168761+0.000168728j
2005-11-01 04:31:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 04:32:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 04:33:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 04:34:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 04:35:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 04:36:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 04:37:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 04:38:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 04:39:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 04:40:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 04:41:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 04:42:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 04:43:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 04:44:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 04:45:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 04:46:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 04:47:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 04:48:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 04:49:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 04:50:00 PST,+4209.33+229.462j,+4209.33+229.461j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 04:51:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 04:52:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 04:53:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 04:54:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 04:55:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 04:56:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 04:57:00 PST,+4209.33+229.462j,+4209.33+229.461j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 04:58:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 04:59:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 05:00:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 05:01:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 05:02:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 05:03:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 05:04:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 05:05:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 05:06:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 05:07:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 05:08:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 05:09:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 05:10:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 05:11:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 05:12:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 05:13:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 05:14:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 05:15:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 05:16:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 05:17:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 05:18:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 05:19:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 05:20:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 05:21:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 05:22:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 05:23:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 05:24:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 05:25:00 PST,+4193.32+224.178j,+4193.32+224.178j,+0.000168784+0.000168776j,+0.000168761+0.000168727j
2005-11-01 05:26:00 PST,+4693.68+225.092j,+4693.68+225.091j,+0.000168788+0.000168778j,+0.000168761+0.000168724j
2005-11-01 05:27:00 PST,+4693.68+225.092j,+4693.68+225.091j,+0.000168788+0.000168778j,+0.000168761+0.000168724j
2005-11-01 05:28:00 PST,+4743.69+249.38j,+4743.69+249.38j,+0.000168788+0.000168779j,+0.000168761+0.000168724j
2005-11-01 05:29:00 PST,+4743.69+249.38j,+4743.69+249.38j,+0.000168788+0.000168779j,+0.000168761+0.000168724j
2005-11-01 05:30:00 PST,+4743.69+249.38j,+4743.69+249.38j,+0.000168788+0.000168779j,+0.000168761+0.000168724j
2005-11-01 05:31:00 PST,+4743.69+249.38j,+4743.69+249.38j,+0.000168788+0.000168779j,+0.000168761+0.000168724j
2005-11-01 05:32:00 PST,+4743.69+249.38j,+4743.69+249.38j,+0.000168788+0.000168779j,+0.000168761+0.000168724j
2005-11-01 05:33:00 PST,+4743.69+249.38j,+4743.69+249.38j,+0.000168788+0.000168779j,+0.000168761+0.000168724j
2005-11-01 05:34:00 PST,+4743.69+249.38j,+4743.69+249.38j,+0.000168788+0.000168779j,+0.000168761+0.000168724j
2005-11-01 05:35:00 PST,+4743.69+249.38j,+4743.69+249.38j,+0.000168788+0.000168779j,+0.000168761+0.000168724j
2005-11-01 05:36:00 PST,+4743.69+249.38j,+4743.69+249.38j,+0.000168788+0.000168779j,+0.000168761+0.000168724j
2005-11-01 05:37:00 PST,+4743.69+249.38j,+4743.69+249.38j,+0.000168788+0.000168779j,+0.000168761+0.000168724j
2005-11-01 05:38:00 PST,+4743.69+249.38j,+4743.69+249.38j,+0.000168788+0.000168779j,+0.000168761+0.000168724j
2005-11-01 05:39:00 PST,+4743.69+249.38j,+4743.69+249.38j,+0.000168788+0.000168779j,+0.000168761+0.000168724j
2005-11-01 05:40:00 PST,+4743.69+249.38j,+4743.69+249.38j,+0.000168788+0.000168779j,+0.000168761+0.000168724j
2005-11-01 05:41:00 PST,+4743.69+249.38j,+4743.69+249.38j,+0.000168788+0.000168779j,+0.000168761+0.000168724j
2005-11-01 05:42:00 PST,+4743.69+249.38j,+4743.69+249.38j,+0.000168788+0.000168779j,+0.000168761+0.000168724j
2005-11-01 05:43:00 PST,+4743.69+249.38j,+4743.69+249.38j,+0.000168788+0.000168779j,+0.000168761+0.000168724j
2005-11-01 05:44:00 PST,+4743.69+249.38j,+4743.69+249.38j,+0.000168788+0.000168779j,+0.000168761+0.000168724j
2005-11-01 05:45:00 PST,+4743.69+249.38j,+4743.69+249.38j,+0.000168788+0.000168779j,+0.000168761+0.000168724j
2005-11-01 05:46:00 PST,+4743.69+249.38j,+4743.69+249.38j,+0.000168788+0.000168779j,+0.000168761+0.000168724j
2005-11-01 05:47:00 PST,+4743.69+249.38j,+4743.69+249.38j,+0.000168788+0.000168779j,+0.000168761+0.000168724j
2005-11-01 05:48:00 PST,+4743.69+249.38j,+4743.69+249.38j,+0.000168788+0.000168779j,+0.000168761+0.000168724j
2005-11-01 05:49:00 PST,+4743.69+249.38j,+4743.69+249.38j,+0.000168788+0.000168779j,+0.000168761+0.000168724j
2005-11-01 05:50:00 PST,+4743.69+249.38j,+4743.69+249.38j,+0.000168788+0.000168779j,+0.000168761+0.000168724j
2005-11-01 05:51:00 PST,+4743.69+249.38j,+4743.69+249.38j,+0.000168788+0.000168779j,+0.000168761+0.000168724j
2005-11-01 05:52:00 PST,+4743.69+249.38j,+4743.69+249.38j,+0.000168788+0.000168779j,+0.000168761+0.000168724j
2005-11-01 05:53:00 PST,+4743.69+249.38j,+4743.69+249.38j,+0.000168788+0.000168779j,+0.000168761+0.000168724j
2005-11-01 05:54:00 PST,+4743.69+249.38j,+4743.69+249.38j,+0.000168788+0.000168779j,+0.000168761+0.000168724j
2005-11-01 05:55:00 PST,+4743.69+249.38j,+4743.69+249.38j,+0.000168788+0.000168779j,+0.000168761+0.000168724j
2005-11-01 05:56:00 PST,+4743.69+249.38j,+4743.69+249.38j,+0.000168788+0.000168779j,+0.000168761+0.000168724j
2005-11-01 05:57:00 PST,+4743.69+249.38j,+4743.69+249.38j,+0.000168788+0.000168779j,+0.000168761+0.000168724j
2005-11-01 05:58:00 PST,+4759.7+254.666j,+4759.7+254.666j,+0.000168788+0.000168779j,+0.000168761+0.000168724j
2005-11-01 05:59:00 PST,+4743.69+249.38j,+4743.69+249.38j,+0.000168788+0.000168779j,+0.000168761+0.000168724j
2005-11-01 06:00:00 PST,+4759.7+254.666j,+4759.7+254.666j,+0.000168788+0.000168779j,+0.000168761+0.000168724j
2005-11-01 06:01:00 PST,+4763.94+249.414j,+4763.94+249.414j,+0.000168788+0.000168779j,+0.000168761+0.000168723j
2005-11-01 06:02:00 PST,+16880.6+427.28j,+16880.6+427.28j,+0.000168871+0.000168833j,+0.000168771+0.000168639j
2005-11-01 06:03:00 PST,+5143.9+381.568j,+5143.9+381.568j,+0.00016879+0.000168781j,+0.000168763+0.000168721j
2005-11-01 06:04:00 PST,+16880.6+427.28j,+16880.6+427.28j,+0.000168871+0.000168833j,+0.000168771+0.000168639j
2005-11-01 06:05:00 PST,+16880.6+427.28j,+16880.6+427.28j,+0.000168871+0.000168833j,+0.000168771+0.000168639j
2005-11-01 06:06:00 PST,+16880.6+427.28j,+16880.6+427.28j,+0.000168871+0.000168833j,+0.000168771+0.000168639j
2005-11-01 06:07:00 PST,+16880.6+427.28j,+16880.6+427.28j,+0.000168871+0.000168833j,+0.000168771+0.000168639j
2005-11-01 06:08:00 PST,+16880.6+427.28j,+16880.6+427.28j,+0.000168871+0.000168833j,+0.000168771+0.000168639j
2005-11-01 06:09:00 PST,+16880.6+427.28j,+16880.6+427.28j,+0.000168871+0.000168833j,+0.000168771+0.000168639j
2005-11-01 06:10:00 PST,+16880.6+427.28j,+16880.6+427.28j,+0.000168871+0.000168833j,+0.000168771+0.000168639j
2005-11-01 06:11:00 PST,+16880.6+427.28j,+16880.6+427.28j,+0.000168871+0.000168833j,+0.000168771+0.000168639j
2005-11-01 06:12:00 PST,+16775.7+392.139j,+16775.7+392.139j,+0.00016887+0.000168832j,+0.00016877+0.00016864j
2005-11-01 06:13:00 PST,+16775.7+392.139j,+16775.7+392.139j,+0.00016887+0.000168832j,+0.00016877+0.00016864j
2005-11-01 06:14:00 PST,+16775.7+392.139j,+16775.7+392.139j,+0.00016887+0.000168832j,+0.00016877+0.00016864j
2005-11-01 06:15:00 PST,+16775.7+392.139j,+16775.7+392.139j,+0.00016887+0.000168832j,+0.00016877+0.00016864j
2005-11-01 06:16:00 PST,+16775.7+392.139j,+16775.7+392.139j,+0.00016887+0.000168832j,+0.00016877+0.00016864j
2005-11-01 06:17:00 PST,+16775.7+392.139j,+16775.7+392.139j,+0.00016887+0.000168832j,+0.00016877+0.00016864j
2005-11-01 06:18:00 PST,+16775.7+392.139j,+16775.7+392.139j,+0.00016887+0.000168832j,+0.00016877+0.00016864j
2005-11-01 06:19:00 PST,+16775.7+392.139j,+16775.7+392.139j,+0.00016887+0.000168832j,+0.00016877+0.00016864j
2005-11-01 06:20:00 PST,+16775.7+392.139j,+16775.7+392.139j,+0.00016887+0.000168832j,+0.00016877+0.00016864j
2005-11-01 06:21:00 PST,+16775.7+392.139j,+16775.7+392.139j,+0.00016887+0.000168832j,+0.00016877+0.00016864j
2005-11-01 06:22:00 PST,+16775.7+392.139j,+16775.7+392.139j,+0.00016887+0.000168832j,+0.00016877+0.00016864j
2005-11-01 06:23:00 PST,+4638.64+214.691j,+4638.64+214.691j,+0.000168787+0.000168778j,+0.000168761+0.000168724j
2005-11-01 06:24:00 PST,+4638.64+214.691j,+4638.64+214.691j,+0.000168787+0.000168778j,+0.000168761+0.000168724j
2005-11-01 06:25:00 PST,+4638.64+214.691j,+4638.64+214.691j,+0.000168787+0.000168778j,+0.000168761+0.000168724j
2005-11-01 06:26:00 PST,+437.045+210.42j,+437.045+210.42j,+0.000168759+0.00016876j,+0.000168758+0.000168754j
2005-11-01 06:27:00 PST,+437.045+210.42j,+437.045+210.42j,+0.000168759+0.00016876j,+0.000168758+0.000168754j
2005-11-01 06:28:00 PST,+597.062+287.955j,+597.062+287.954j,+0.000168759+0.000168761j,+0.000168759+0.000168753j
2005-11-01 06:29:00 PST,+597.062+287.955j,+597.062+287.954j,+0.000168759+0.000168761j,+0.000168759+0.000168753j
2005-11-01 06:30:00 PST,+597.062+287.955j,+597.062+287.954j,+0.000168759+0.000168761j,+0.000168759+0.000168753j
2005-11-01 06:31:00 PST,+597.062+287.955j,+597.062+287.954j,+0.000168759+0.000168761j,+0.000168759+0.000168753j
2005-11-01 06:32:00 PST,+597.062+287.955j,+597.062+287.954j,+0.000168759+0.000168761j,+0.000168759+0.000168753j
2005-11-01 06:33:00 PST,+597.062+287.955j,+597.062+287.954j,+0.000168759+0.000168761j,+0.000168759+0.000168753j
2005-11-01 06:34:00 PST,+597.062+287.955j,+597.062+287.954j,+0.000168759+0.000168761j,+0.000168759+0.000168753j
2005-11-01 06:35:00 PST,+597.062+287.955j,+597.062+287.954j,+0.000168759+0.000168761j,+0.000168759+0.000168753j
2005-11-01 06:36:00 PST,+597.062+287.955j,+597.062+287.954j,+0.000168759+0.000168761j,+0.000168759+0.000168753j
2005-11-01 06:37:00 PST,+597.062+287.955j,+597.062+287.954j,+0.000168759+0.000168761j,+0.000168759+0.000168753j
2005-11-01 06:38:00 PST,+597.062+287.955j,+597.062+287.954j,+0.000168759+0.000168761j,+0.000168759+0.000168753j
2005-11-01 06:39:00 PST,+597.062+287.955j,+597.062+287.954j,+0.000168759+0.000168761j,+0.000168759+0.000168753j
2005-11-01 06:40:00 PST,+597.062+287.955j,+597.062+287.954j,+0.000168759+0.000168761j,+0.000168759+0.000168753j
2005-11-01 06:41:00 PST,+2621.72+289.107j,+2621.72+289.107j,+0.000168773+0.00016877j,+0.00016876+0.000168738j
2005-11-01 06:42:00 PST,+2621.72+289.107j,+2621.72+289.106j,+0.000168773+0.00016877j,+0.00016876+0.000168738j
2005-11-01 06:43:00 PST,+2621.72+289.107j,+2621.72+289.106j,+0.000168773+0.00016877j,+0.00016876+0.000168738j
2005-11-01 06:44:00 PST,+2621.72+289.107j,+2621.72+289.106j,+0.000168773+0.00016877j,+0.00016876+0.000168738j
2005-11-01 06:45:00 PST,+2621.72+289.107j,+2621.72+289.106j,+0.000168773+0.00016877j,+0.00016876+0.000168738j
2005-11-01 06:46:00 PST,+2621.72+289.107j,+2621.72+289.106j,+0.000168773+0.00016877j,+0.00016876+0.000168738j
2005-11-01 06:47:00 PST,+2621.72+289.107j,+2621.72+289.106j,+0.000168773+0.00016877j,+0.00016876+0.000168738j
2005-11-01 06:48:00 PST,+2621.72+289.107j,+2621.72+289.106j,+0.000168773+0.00016877j,+0.00016876+0.000168738j
2005-11-01 06:49:00 PST,+2621.72+289.107j,+2621.72+289.106j,+0.000168773+0.00016877j,+0.00016876+0.000168738j
2005-11-01 06:50:00 PST,+2621.72+289.107j,+2621.72+289.106j,+0.000168773+0.00016877j,+0.00016876+0.000168738j
2005-11-01 06:51:00 PST,+2621.72+289.107j,+2621.72+289.106j,+0.000168773+0.00016877j,+0.00016876+0.000168738j
2005-11-01 06:52:00 PST,+2621.72+289.107j,+2621.72+289.106j,+0.000168773+0.00016877j,+0.00016876+0.000168738j
2005-11-01 06:53:00 PST,+2621.72+289.107j,+2621.72+289.106j,+0.000168773+0.00016877j,+0.00016876+0.000168738j
2005-11-01 06:54:00 PST,+2621.72+289.107j,+2621.72+289.106j,+0.000168773+0.00016877j,+0.00016876+0.000168738j
2005-11-01 06:55:00 PST,+2637.72+294.381j,+2637.72+294.381j,+0.000168773+0.00016877j,+0.00016876+0.000168738j
2005-11-01 06:56:00 PST,+2621.72+289.107j,+2621.72+289.106j,+0.000168773+0.00016877j,+0.00016876+0.000168738j
